Dis No,Country,Year,Month,Rel_Hum
2010-0331-JPN,Japan,2002,5,82
2010-0331-JPN,Japan,2002,6,83
2010-0331-JPN,Japan,2002,7,87
2010-0331-JPN,Japan,2002,8,79
2010-0331-JPN,Japan,2002,9,72
2010-0331-JPN,Japan,2002,10,68
2010-0331-JPN,Japan,2002,11,63
2010-0331-JPN,Japan,2002,12,69
2014-0578-JPN,Japan,2002,1,81
2014-0578-JPN,Japan,2002,2,77
2014-0578-JPN,Japan,2002,3,73
2014-0578-JPN,Japan,2002,4,71
2014-0578-JPN,Japan,2002,5,73
2014-0578-JPN,Japan,2002,6,78
2014-0578-JPN,Japan,2002,7,81
2014-0578-JPN,Japan,2002,8,81
2014-0578-JPN,Japan,2002,9,82
2014-0578-JPN,Japan,2002,10,81
2014-0578-JPN,Japan,2002,11,83
2014-0578-JPN,Japan,2002,12,82
2011-0573-JPN,Japan,2002,1,66
2011-0573-JPN,Japan,2002,2,67
2011-0573-JPN,Japan,2002,3,67
2011-0573-JPN,Japan,2002,4,71
2011-0573-JPN,Japan,2002,5,78
2011-0573-JPN,Japan,2002,6,82
2011-0573-JPN,Japan,2002,7,83
2011-0573-JPN,Japan,2002,8,81
2011-0573-JPN,Japan,2002,9,79
2011-0573-JPN,Japan,2002,10,73
2011-0573-JPN,Japan,2002,11,67
2011-0573-JPN,Japan,2002,12,73
2014-0578-JPN,Japan,2002,1,66
2014-0578-JPN,Japan,2002,2,63
2014-0578-JPN,Japan,2002,3,64
2014-0578-JPN,Japan,2002,4,68
2014-0578-JPN,Japan,2002,5,74
2014-0578-JPN,Japan,2002,6,79
2014-0578-JPN,Japan,2002,7,79
2014-0578-JPN,Japan,2002,8,76
2014-0578-JPN,Japan,2002,9,80
2014-0578-JPN,Japan,2002,10,72
2014-0578-JPN,Japan,2002,11,66
2014-0578-JPN,Japan,2002,12,71
2011-0264-USA,United States of America (the),2002,1,56
2011-0264-USA,United States of America (the),2002,2,48
2011-0264-USA,United States of America (the),2002,3,41
2011-0264-USA,United States of America (the),2002,4,43
2011-0264-USA,United States of America (the),2002,5,42
2011-0264-USA,United States of America (the),2002,6,41
2011-0264-USA,United States of America (the),2002,7,46
2011-0264-USA,United States of America (the),2002,8,49
2011-0264-USA,United States of America (the),2002,9,53
2011-0264-USA,United States of America (the),2002,10,66
2011-0264-USA,United States of America (the),2002,11,60
2011-0264-USA,United States of America (the),2002,12,64
2003-0391-ITA,Italy,2002,1,79
2003-0391-ITA,Italy,2002,2,77
2003-0391-ITA,Italy,2002,3,63
2003-0391-ITA,Italy,2002,4,67
2003-0391-ITA,Italy,2002,5,70
2003-0391-ITA,Italy,2002,6,55
2003-0391-ITA,Italy,2002,7,62
2003-0391-ITA,Italy,2002,8,65
2003-0391-ITA,Italy,2002,9,68
2003-0391-ITA,Italy,2002,10,73
2003-0391-ITA,Italy,2002,11,84
2003-0391-ITA,Italy,2002,12,86
2006-0383-NLD,Netherlands (the),2002,1,86
2006-0383-NLD,Netherlands (the),2002,2,79
2006-0383-NLD,Netherlands (the),2002,3,79
2006-0383-NLD,Netherlands (the),2002,4,77
2006-0383-NLD,Netherlands (the),2002,5,81
2006-0383-NLD,Netherlands (the),2002,6,80
2006-0383-NLD,Netherlands (the),2002,7,82
2006-0383-NLD,Netherlands (the),2002,8,83
2006-0383-NLD,Netherlands (the),2002,9,77
2006-0383-NLD,Netherlands (the),2002,10,79
2006-0383-NLD,Netherlands (the),2002,11,86
2006-0383-NLD,Netherlands (the),2002,12,87
2007-0235-ALB,Albania,2002,1,71
2007-0235-ALB,Albania,2002,2,75
2007-0235-ALB,Albania,2002,3,70
2007-0235-ALB,Albania,2002,4,78
2007-0235-ALB,Albania,2002,5,78
2007-0235-ALB,Albania,2002,6,74
2007-0235-ALB,Albania,2002,7,72
2007-0235-ALB,Albania,2002,8,74
2007-0235-ALB,Albania,2002,9,79
2007-0235-ALB,Albania,2002,10,74
2007-0235-ALB,Albania,2002,11,76
2007-0235-ALB,Albania,2002,12,77
2004-0361-ESP,Spain,2002,1,76
2004-0361-ESP,Spain,2002,2,69
2004-0361-ESP,Spain,2002,3,69
2004-0361-ESP,Spain,2002,4,73
2004-0361-ESP,Spain,2002,5,84
2004-0361-ESP,Spain,2002,6,84
2004-0361-ESP,Spain,2002,7,86
2004-0361-ESP,Spain,2002,8,84
2004-0361-ESP,Spain,2002,9,83
2004-0361-ESP,Spain,2002,10,75
2004-0361-ESP,Spain,2002,11,73
2004-0361-ESP,Spain,2002,12,72
2007-0235-CYP,Cyprus,2002,1,78
2007-0235-CYP,Cyprus,2002,2,69
2007-0235-CYP,Cyprus,2002,3,66
2007-0235-CYP,Cyprus,2002,4,69
2007-0235-CYP,Cyprus,2002,5,58
2007-0235-CYP,Cyprus,2002,6,41
2007-0235-CYP,Cyprus,2002,7,39
2007-0235-CYP,Cyprus,2002,8,46
2007-0235-CYP,Cyprus,2002,9,55
2007-0235-CYP,Cyprus,2002,10,57
2007-0235-CYP,Cyprus,2002,11,62
2007-0235-CYP,Cyprus,2002,12,82
2006-0383-FRA,France,2002,1,82
2006-0383-FRA,France,2002,2,79
2006-0383-FRA,France,2002,3,69
2006-0383-FRA,France,2002,4,68
2006-0383-FRA,France,2002,5,73
2006-0383-FRA,France,2002,6,72
2006-0383-FRA,France,2002,7,71
2006-0383-FRA,France,2002,8,76
2006-0383-FRA,France,2002,9,73
2006-0383-FRA,France,2002,10,81
2006-0383-FRA,France,2002,11,86
2006-0383-FRA,France,2002,12,85
2007-0358-JPN,Japan,2002,1,69
2007-0358-JPN,Japan,2002,2,68
2007-0358-JPN,Japan,2002,3,67
2007-0358-JPN,Japan,2002,4,70
2007-0358-JPN,Japan,2002,5,77
2007-0358-JPN,Japan,2002,6,75
2007-0358-JPN,Japan,2002,7,80
2007-0358-JPN,Japan,2002,8,75
2007-0358-JPN,Japan,2002,9,71
2007-0358-JPN,Japan,2002,10,68
2007-0358-JPN,Japan,2002,11,66
2007-0358-JPN,Japan,2002,12,72
2007-0235-ALB,Albania,2002,1,71
2007-0235-ALB,Albania,2002,2,75
2007-0235-ALB,Albania,2002,3,70
2007-0235-ALB,Albania,2002,4,78
2007-0235-ALB,Albania,2002,5,78
2007-0235-ALB,Albania,2002,6,74
2007-0235-ALB,Albania,2002,7,72
2007-0235-ALB,Albania,2002,8,74
2007-0235-ALB,Albania,2002,9,79
2007-0235-ALB,Albania,2002,10,74
2007-0235-ALB,Albania,2002,11,76
2007-0235-ALB,Albania,2002,12,77
2006-0383-NLD,Netherlands (the),2002,1,87
2006-0383-NLD,Netherlands (the),2002,2,78
2006-0383-NLD,Netherlands (the),2002,3,78
2006-0383-NLD,Netherlands (the),2002,4,71
2006-0383-NLD,Netherlands (the),2002,5,77
2006-0383-NLD,Netherlands (the),2002,6,77
2006-0383-NLD,Netherlands (the),2002,7,80
2006-0383-NLD,Netherlands (the),2002,8,81
2006-0383-NLD,Netherlands (the),2002,9,78
2006-0383-NLD,Netherlands (the),2002,10,82
2006-0383-NLD,Netherlands (the),2002,11,88
2006-0383-NLD,Netherlands (the),2002,12,89
2013-0316-JPN,Japan,2002,1,68
2013-0316-JPN,Japan,2002,2,65
2013-0316-JPN,Japan,2002,3,68
2013-0316-JPN,Japan,2002,4,75
2013-0316-JPN,Japan,2002,5,80
2013-0316-JPN,Japan,2002,6,83
2013-0316-JPN,Japan,2002,7,86
2013-0316-JPN,Japan,2002,8,81
2013-0316-JPN,Japan,2002,9,72
2013-0316-JPN,Japan,2002,10,67
2013-0316-JPN,Japan,2002,11,64
2013-0316-JPN,Japan,2002,12,68
2006-0383-NLD,Netherlands (the),2002,1,86
2006-0383-NLD,Netherlands (the),2002,2,79
2006-0383-NLD,Netherlands (the),2002,3,79
2006-0383-NLD,Netherlands (the),2002,4,77
2006-0383-NLD,Netherlands (the),2002,5,81
2006-0383-NLD,Netherlands (the),2002,6,80
2006-0383-NLD,Netherlands (the),2002,7,82
2006-0383-NLD,Netherlands (the),2002,8,83
2006-0383-NLD,Netherlands (the),2002,9,77
2006-0383-NLD,Netherlands (the),2002,10,79
2006-0383-NLD,Netherlands (the),2002,11,86
2006-0383-NLD,Netherlands (the),2002,12,87
2000-0381-TUR,Turkey,2002,1,73
2000-0381-TUR,Turkey,2002,2,72
2000-0381-TUR,Turkey,2002,3,75
2000-0381-TUR,Turkey,2002,4,76
2000-0381-TUR,Turkey,2002,5,74
2000-0381-TUR,Turkey,2002,6,77
2000-0381-TUR,Turkey,2002,7,73
2000-0381-TUR,Turkey,2002,8,76
2000-0381-TUR,Turkey,2002,9,72
2000-0381-TUR,Turkey,2002,10,71
2000-0381-TUR,Turkey,2002,11,70
2000-0381-TUR,Turkey,2002,12,75
2015-0410-FRA,France,2002,1,65
2015-0410-FRA,France,2002,2,63
2015-0410-FRA,France,2002,3,72
2015-0410-FRA,France,2002,4,64
2015-0410-FRA,France,2002,5,59
2015-0410-FRA,France,2002,6,53
2015-0410-FRA,France,2002,7,44
2015-0410-FRA,France,2002,8,50
2015-0410-FRA,France,2002,9,58
2015-0410-FRA,France,2002,10,68
2015-0410-FRA,France,2002,11,61
2015-0410-FRA,France,2002,12,63
2006-0383-PRT,Portugal,2002,1,77
2006-0383-PRT,Portugal,2002,2,73
2006-0383-PRT,Portugal,2002,3,71
2006-0383-PRT,Portugal,2002,4,75
2006-0383-PRT,Portugal,2002,5,81
2006-0383-PRT,Portugal,2002,6,85
2006-0383-PRT,Portugal,2002,7,89
2006-0383-PRT,Portugal,2002,8,85
2006-0383-PRT,Portugal,2002,9,82
2006-0383-PRT,Portugal,2002,10,73
2006-0383-PRT,Portugal,2002,11,72
2006-0383-PRT,Portugal,2002,12,72
2009-0175-IND,India,2002,1,75
2009-0175-IND,India,2002,2,70
2009-0175-IND,India,2002,3,69
2009-0175-IND,India,2002,4,69
2009-0175-IND,India,2002,5,53
2009-0175-IND,India,2002,6,62
2009-0175-IND,India,2002,7,56
2009-0175-IND,India,2002,8,73
2009-0175-IND,India,2002,9,59
2009-0175-IND,India,2002,10,78
2009-0175-IND,India,2002,11,77
2009-0175-IND,India,2002,12,75
2000-0381-TUR,Turkey,2002,1,66
2000-0381-TUR,Turkey,2002,2,60
2000-0381-TUR,Turkey,2002,3,62
2000-0381-TUR,Turkey,2002,4,66
2000-0381-TUR,Turkey,2002,5,40
2000-0381-TUR,Turkey,2002,6,24
2000-0381-TUR,Turkey,2002,7,23
2000-0381-TUR,Turkey,2002,8,28
2000-0381-TUR,Turkey,2002,9,35
2000-0381-TUR,Turkey,2002,10,42
2000-0381-TUR,Turkey,2002,11,57
2000-0381-TUR,Turkey,2002,12,67
2003-0391-HRV,Croatia,2002,1,75
2003-0391-HRV,Croatia,2002,2,79
2003-0391-HRV,Croatia,2002,3,75
2003-0391-HRV,Croatia,2002,4,75
2003-0391-HRV,Croatia,2002,5,80
2003-0391-HRV,Croatia,2002,6,74
2003-0391-HRV,Croatia,2002,7,73
2003-0391-HRV,Croatia,2002,8,77
2003-0391-HRV,Croatia,2002,9,69
2003-0391-HRV,Croatia,2002,10,72
2003-0391-HRV,Croatia,2002,11,74
2003-0391-HRV,Croatia,2002,12,74
2006-0383-PRT,Portugal,2002,1,76
2006-0383-PRT,Portugal,2002,2,73
2006-0383-PRT,Portugal,2002,3,70
2006-0383-PRT,Portugal,2002,4,74
2006-0383-PRT,Portugal,2002,5,80
2006-0383-PRT,Portugal,2002,6,84
2006-0383-PRT,Portugal,2002,7,88
2006-0383-PRT,Portugal,2002,8,85
2006-0383-PRT,Portugal,2002,9,82
2006-0383-PRT,Portugal,2002,10,73
2006-0383-PRT,Portugal,2002,11,72
2006-0383-PRT,Portugal,2002,12,72
2003-0391-PRT,Portugal,2002,1,77
2003-0391-PRT,Portugal,2002,2,73
2003-0391-PRT,Portugal,2002,3,72
2003-0391-PRT,Portugal,2002,4,75
2003-0391-PRT,Portugal,2002,5,81
2003-0391-PRT,Portugal,2002,6,85
2003-0391-PRT,Portugal,2002,7,89
2003-0391-PRT,Portugal,2002,8,85
2003-0391-PRT,Portugal,2002,9,82
2003-0391-PRT,Portugal,2002,10,73
2003-0391-PRT,Portugal,2002,11,73
2003-0391-PRT,Portugal,2002,12,72
2006-0383-PRT,Portugal,2002,1,77
2006-0383-PRT,Portugal,2002,2,70
2006-0383-PRT,Portugal,2002,3,72
2006-0383-PRT,Portugal,2002,4,75
2006-0383-PRT,Portugal,2002,5,82
2006-0383-PRT,Portugal,2002,6,85
2006-0383-PRT,Portugal,2002,7,87
2006-0383-PRT,Portugal,2002,8,84
2006-0383-PRT,Portugal,2002,9,84
2006-0383-PRT,Portugal,2002,10,76
2006-0383-PRT,Portugal,2002,11,74
2006-0383-PRT,Portugal,2002,12,72
2006-0383-PRT,Portugal,2002,1,76
2006-0383-PRT,Portugal,2002,2,73
2006-0383-PRT,Portugal,2002,3,70
2006-0383-PRT,Portugal,2002,4,74
2006-0383-PRT,Portugal,2002,5,80
2006-0383-PRT,Portugal,2002,6,84
2006-0383-PRT,Portugal,2002,7,88
2006-0383-PRT,Portugal,2002,8,85
2006-0383-PRT,Portugal,2002,9,82
2006-0383-PRT,Portugal,2002,10,73
2006-0383-PRT,Portugal,2002,11,72
2006-0383-PRT,Portugal,2002,12,72
2007-0235-SRB,Serbia,2002,1,83
2007-0235-SRB,Serbia,2002,2,71
2007-0235-SRB,Serbia,2002,3,57
2007-0235-SRB,Serbia,2002,4,63
2007-0235-SRB,Serbia,2002,5,57
2007-0235-SRB,Serbia,2002,6,65
2007-0235-SRB,Serbia,2002,7,66
2007-0235-SRB,Serbia,2002,8,70
2007-0235-SRB,Serbia,2002,9,72
2007-0235-SRB,Serbia,2002,10,75
2007-0235-SRB,Serbia,2002,11,74
2007-0235-SRB,Serbia,2002,12,79
2006-0383-PRT,Portugal,2002,1,76
2006-0383-PRT,Portugal,2002,2,72
2006-0383-PRT,Portugal,2002,3,71
2006-0383-PRT,Portugal,2002,4,75
2006-0383-PRT,Portugal,2002,5,81
2006-0383-PRT,Portugal,2002,6,84
2006-0383-PRT,Portugal,2002,7,88
2006-0383-PRT,Portugal,2002,8,84
2006-0383-PRT,Portugal,2002,9,83
2006-0383-PRT,Portugal,2002,10,75
2006-0383-PRT,Portugal,2002,11,73
2006-0383-PRT,Portugal,2002,12,72
2015-0410-FRA,France,2002,1,77
2015-0410-FRA,France,2002,2,74
2015-0410-FRA,France,2002,3,75
2015-0410-FRA,France,2002,4,80
2015-0410-FRA,France,2002,5,84
2015-0410-FRA,France,2002,6,87
2015-0410-FRA,France,2002,7,90
2015-0410-FRA,France,2002,8,90
2015-0410-FRA,France,2002,9,85
2015-0410-FRA,France,2002,10,78
2015-0410-FRA,France,2002,11,76
2015-0410-FRA,France,2002,12,72
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,1,77
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,2,72
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,3,64
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,4,72
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,5,74
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,6,67
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,7,68
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,8,72
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,9,79
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,10,75
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,11,76
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,12,79
2007-0235-HUN,Hungary,2002,1,83
2007-0235-HUN,Hungary,2002,2,76
2007-0235-HUN,Hungary,2002,3,62
2007-0235-HUN,Hungary,2002,4,58
2007-0235-HUN,Hungary,2002,5,59
2007-0235-HUN,Hungary,2002,6,61
2007-0235-HUN,Hungary,2002,7,60
2007-0235-HUN,Hungary,2002,8,67
2007-0235-HUN,Hungary,2002,9,69
2007-0235-HUN,Hungary,2002,10,77
2007-0235-HUN,Hungary,2002,11,81
2007-0235-HUN,Hungary,2002,12,80
2006-0383-FRA,France,2002,1,87
2006-0383-FRA,France,2002,2,79
2006-0383-FRA,France,2002,3,79
2006-0383-FRA,France,2002,4,71
2006-0383-FRA,France,2002,5,79
2006-0383-FRA,France,2002,6,79
2006-0383-FRA,France,2002,7,80
2006-0383-FRA,France,2002,8,81
2006-0383-FRA,France,2002,9,78
2006-0383-FRA,France,2002,10,83
2006-0383-FRA,France,2002,11,89
2006-0383-FRA,France,2002,12,89
2014-0578-JPN,Japan,2002,1,61
2014-0578-JPN,Japan,2002,2,65
2014-0578-JPN,Japan,2002,3,59
2014-0578-JPN,Japan,2002,4,69
2014-0578-JPN,Japan,2002,5,78
2014-0578-JPN,Japan,2002,6,82
2014-0578-JPN,Japan,2002,7,80
2014-0578-JPN,Japan,2002,8,79
2014-0578-JPN,Japan,2002,9,82
2014-0578-JPN,Japan,2002,10,76
2014-0578-JPN,Japan,2002,11,65
2014-0578-JPN,Japan,2002,12,73
2006-0383-PRT,Portugal,2002,1,76
2006-0383-PRT,Portugal,2002,2,71
2006-0383-PRT,Portugal,2002,3,71
2006-0383-PRT,Portugal,2002,4,75
2006-0383-PRT,Portugal,2002,5,81
2006-0383-PRT,Portugal,2002,6,84
2006-0383-PRT,Portugal,2002,7,87
2006-0383-PRT,Portugal,2002,8,84
2006-0383-PRT,Portugal,2002,9,84
2006-0383-PRT,Portugal,2002,10,75
2006-0383-PRT,Portugal,2002,11,73
2006-0383-PRT,Portugal,2002,12,72
2007-0207-IND,India,2002,1,73
2007-0207-IND,India,2002,2,61
2007-0207-IND,India,2002,3,52
2007-0207-IND,India,2002,4,37
2007-0207-IND,India,2002,5,35
2007-0207-IND,India,2002,6,51
2007-0207-IND,India,2002,7,49
2007-0207-IND,India,2002,8,62
2007-0207-IND,India,2002,9,67
2007-0207-IND,India,2002,10,53
2007-0207-IND,India,2002,11,58
2007-0207-IND,India,2002,12,65
2007-0235-ALB,Albania,2002,1,72
2007-0235-ALB,Albania,2002,2,74
2007-0235-ALB,Albania,2002,3,70
2007-0235-ALB,Albania,2002,4,78
2007-0235-ALB,Albania,2002,5,80
2007-0235-ALB,Albania,2002,6,80
2007-0235-ALB,Albania,2002,7,78
2007-0235-ALB,Albania,2002,8,77
2007-0235-ALB,Albania,2002,9,74
2007-0235-ALB,Albania,2002,10,72
2007-0235-ALB,Albania,2002,11,72
2007-0235-ALB,Albania,2002,12,72
2000-0487-MAR,Morocco,2002,1,76
2000-0487-MAR,Morocco,2002,2,75
2000-0487-MAR,Morocco,2002,3,70
2000-0487-MAR,Morocco,2002,4,73
2000-0487-MAR,Morocco,2002,5,80
2000-0487-MAR,Morocco,2002,6,85
2000-0487-MAR,Morocco,2002,7,86
2000-0487-MAR,Morocco,2002,8,81
2000-0487-MAR,Morocco,2002,9,79
2000-0487-MAR,Morocco,2002,10,72
2000-0487-MAR,Morocco,2002,11,70
2000-0487-MAR,Morocco,2002,12,74
2007-0235-SVK,Slovakia,2002,1,79
2007-0235-SVK,Slovakia,2002,2,76
2007-0235-SVK,Slovakia,2002,3,61
2007-0235-SVK,Slovakia,2002,4,54
2007-0235-SVK,Slovakia,2002,5,57
2007-0235-SVK,Slovakia,2002,6,57
2007-0235-SVK,Slovakia,2002,7,57
2007-0235-SVK,Slovakia,2002,8,68
2007-0235-SVK,Slovakia,2002,9,68
2007-0235-SVK,Slovakia,2002,10,78
2007-0235-SVK,Slovakia,2002,11,83
2007-0235-SVK,Slovakia,2002,12,81
2004-0352-JPN,Japan,2002,1,66
2004-0352-JPN,Japan,2002,2,67
2004-0352-JPN,Japan,2002,3,67
2004-0352-JPN,Japan,2002,4,71
2004-0352-JPN,Japan,2002,5,78
2004-0352-JPN,Japan,2002,6,82
2004-0352-JPN,Japan,2002,7,83
2004-0352-JPN,Japan,2002,8,81
2004-0352-JPN,Japan,2002,9,79
2004-0352-JPN,Japan,2002,10,73
2004-0352-JPN,Japan,2002,11,67
2004-0352-JPN,Japan,2002,12,73
2007-0235-ALB,Albania,2002,1,77
2007-0235-ALB,Albania,2002,2,72
2007-0235-ALB,Albania,2002,3,64
2007-0235-ALB,Albania,2002,4,72
2007-0235-ALB,Albania,2002,5,74
2007-0235-ALB,Albania,2002,6,67
2007-0235-ALB,Albania,2002,7,68
2007-0235-ALB,Albania,2002,8,72
2007-0235-ALB,Albania,2002,9,79
2007-0235-ALB,Albania,2002,10,75
2007-0235-ALB,Albania,2002,11,76
2007-0235-ALB,Albania,2002,12,79
2003-0391-CHE,Switzerland,2002,1,77
2003-0391-CHE,Switzerland,2002,2,75
2003-0391-CHE,Switzerland,2002,3,71
2003-0391-CHE,Switzerland,2002,4,69
2003-0391-CHE,Switzerland,2002,5,75
2003-0391-CHE,Switzerland,2002,6,72
2003-0391-CHE,Switzerland,2002,7,77
2003-0391-CHE,Switzerland,2002,8,79
2003-0391-CHE,Switzerland,2002,9,84
2003-0391-CHE,Switzerland,2002,10,79
2003-0391-CHE,Switzerland,2002,11,86
2003-0391-CHE,Switzerland,2002,12,85
2005-0323-BGD,Bangladesh,2002,1,75
2005-0323-BGD,Bangladesh,2002,2,73
2005-0323-BGD,Bangladesh,2002,3,75
2005-0323-BGD,Bangladesh,2002,4,80
2005-0323-BGD,Bangladesh,2002,5,86
2005-0323-BGD,Bangladesh,2002,6,87
2005-0323-BGD,Bangladesh,2002,7,88
2005-0323-BGD,Bangladesh,2002,8,87
2005-0323-BGD,Bangladesh,2002,9,85
2005-0323-BGD,Bangladesh,2002,10,75
2005-0323-BGD,Bangladesh,2002,11,74
2005-0323-BGD,Bangladesh,2002,12,69
2003-0391-SVN,Slovenia,2002,1,81
2003-0391-SVN,Slovenia,2002,2,85
2003-0391-SVN,Slovenia,2002,3,69
2003-0391-SVN,Slovenia,2002,4,76
2003-0391-SVN,Slovenia,2002,5,79
2003-0391-SVN,Slovenia,2002,6,76
2003-0391-SVN,Slovenia,2002,7,79
2003-0391-SVN,Slovenia,2002,8,83
2003-0391-SVN,Slovenia,2002,9,83
2003-0391-SVN,Slovenia,2002,10,86
2003-0391-SVN,Slovenia,2002,11,87
2003-0391-SVN,Slovenia,2002,12,88
2012-0214-USA,United States of America (the),2002,1,47
2012-0214-USA,United States of America (the),2002,2,46
2012-0214-USA,United States of America (the),2002,3,41
2012-0214-USA,United States of America (the),2002,4,59
2012-0214-USA,United States of America (the),2002,5,55
2012-0214-USA,United States of America (the),2002,6,61
2012-0214-USA,United States of America (the),2002,7,66
2012-0214-USA,United States of America (the),2002,8,57
2012-0214-USA,United States of America (the),2002,9,59
2012-0214-USA,United States of America (the),2002,10,76
2012-0214-USA,United States of America (the),2002,11,58
2012-0214-USA,United States of America (the),2002,12,69
2014-0578-JPN,Japan,2002,1,66
2014-0578-JPN,Japan,2002,2,67
2014-0578-JPN,Japan,2002,3,67
2014-0578-JPN,Japan,2002,4,71
2014-0578-JPN,Japan,2002,5,78
2014-0578-JPN,Japan,2002,6,82
2014-0578-JPN,Japan,2002,7,83
2014-0578-JPN,Japan,2002,8,81
2014-0578-JPN,Japan,2002,9,79
2014-0578-JPN,Japan,2002,10,73
2014-0578-JPN,Japan,2002,11,67
2014-0578-JPN,Japan,2002,12,73
2007-0235-ALB,Albania,2002,1,77
2007-0235-ALB,Albania,2002,2,72
2007-0235-ALB,Albania,2002,3,64
2007-0235-ALB,Albania,2002,4,72
2007-0235-ALB,Albania,2002,5,74
2007-0235-ALB,Albania,2002,6,67
2007-0235-ALB,Albania,2002,7,68
2007-0235-ALB,Albania,2002,8,72
2007-0235-ALB,Albania,2002,9,79
2007-0235-ALB,Albania,2002,10,75
2007-0235-ALB,Albania,2002,11,76
2007-0235-ALB,Albania,2002,12,79
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,1,83
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,2,72
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,3,70
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,4,75
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,5,72
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,6,59
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,7,63
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,8,69
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,9,77
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,10,77
2004-0333-MKD,Macedonia (the former Yugoslav Republic of),2002,11,83
