"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-1.842766939,
"JPN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.56335631,
"JPN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-8.298356653,
"JPN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",5.275692298,
"JPN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",2.814972106,
"OECD","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.567834202,
"OECD","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.085589887,
"OECD","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.83900203,
"OECD","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.553167259,
"OECD","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.282846118,
"OECD","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.380483931,
"OECD","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.596814886,
"OECD","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.451628391,
"OECD","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.454948506,
"OECD","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.12400064,
"OECD","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.165964758,
"OECD","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.042071966,
"OECD","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.587992699,
"OECD","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.534847485,
"OECD","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.724693932,
"OECD","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.526904808,
"OECD","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.372277223,
"OECD","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.493977351,
"OECD","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.782517462,
"OECD","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.601873937,
"OECD","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.858302645,
"OECD","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.574584595,
"OECD","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.529142561,
"OECD","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.324498367,
"OECD","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.523404599,
"OECD","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.34365533,
"OECD","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.354780367,
"OECD","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.897372235,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.644746034,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.644136881,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.745693246,
"OECD","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.835370697,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.620909566,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.532249763,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.236553676,
"OECD","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.267316828,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.604385107,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.40780318,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.432442921,
"OECD","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.160084163,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.883980351,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-10.440451141,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q3",9.261293284,
"OECD","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.9,
"NOR","QGDP","TOT","PC_CHGPP","Q","2010-Q1",1.951199379,
"NOR","QGDP","TOT","PC_CHGPP","Q","2010-Q2",-1.062944211,
"NOR","QGDP","TOT","PC_CHGPP","Q","2010-Q3",-2.481573927,
"NOR","QGDP","TOT","PC_CHGPP","Q","2010-Q4",2.807364447,
"NOR","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.093489293,
"NOR","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.413364255,
"NOR","QGDP","TOT","PC_CHGPP","Q","2011-Q3",1.611186177,
"NOR","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.051628957,
"NOR","QGDP","TOT","PC_CHGPP","Q","2012-Q1",2.169562689,
"NOR","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.235779328,
"NOR","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-1.449446349,
"NOR","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.817188264,
"NOR","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.150658854,
"NOR","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.72239575,
"NOR","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.980851387,
"NOR","QGDP","TOT","PC_CHGPP","Q","2013-Q4",-0.177167386,
"NOR","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.520767442,
"NOR","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.739044724,
"NOR","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.420328575,
"NOR","QGDP","TOT","PC_CHGPP","Q","2014-Q4",1.222571395,
"NOR","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-0.256806313,
"NOR","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.530101068,
"NOR","QGDP","TOT","PC_CHGPP","Q","2015-Q3",1.171764506,
"NOR","QGDP","TOT","PC_CHGPP","Q","2015-Q4",-0.878139249,
"NOR","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.904253069,
"NOR","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-0.662270168,
"NOR","QGDP","TOT","PC_CHGPP","Q","2016-Q3",-0.862141742,
"NOR","QGDP","TOT","PC_CHGPP","Q","2016-Q4",2.370012407,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.678287633,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.745438835,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.73194985,
"NOR","QGDP","TOT","PC_CHGPP","Q","2017-Q4",-0.208739703,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.435349668,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.216392829,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.689318213,
"NOR","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.079830768,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q1",-0.131827962,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.158514239,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.043670415,
"NOR","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.734618169,
"NOR","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.422991929,
"NOR","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-4.599674659,
"NOR","QGDP","TOT","PC_CHGPP","Q","2020-Q3",4.458578641,
"NOR","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.636059628,
"HUN","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-0.039356164,
"HUN","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.831885066,
"HUN","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.972048624,
"HUN","QGDP","TOT","PC_CHGPP","Q","2010-Q4",-0.31425647,
"HUN","QGDP","TOT","PC_CHGPP","Q","2011-Q1",1.066455592,
"HUN","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.040034404,
"HUN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.352996876,
"HUN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",1.069828012,
"HUN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-1.776833782,
"HUN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.674695733,
"HUN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.178575899,
"HUN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.00147675,
"HUN","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.242228395,
"HUN","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.986454213,
"HUN","QGDP","TOT","PC_CHGPP","Q","2013-Q3",1.487402718,
"HUN","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.910213938,
"HUN","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.812798088,
"HUN","QGDP","TOT","PC_CHGPP","Q","2014-Q2",1.309024895,
"HUN","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.927682466,
"HUN","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.609927863,
"HUN","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.738873696,
"HUN","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.139724562,
"HUN","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.73419835,
"HUN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",1.079687153,
"HUN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",-0.624361317,
"HUN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.407615069,
"HUN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.47379075,
"HUN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.863166114,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.450178549,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.224474281,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.854891026,
"HUN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.409099731,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",1.81820407,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.104889995,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.263744491,
"HUN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.056668738,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",1.615886253,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.756017126,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.944777771,
"HUN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.602240934,
"HUN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.351279112,
"HUN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-14.471609534,
"HUN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",10.982890025,
"HUN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",1.371553867,
"CAN","QGDP","TOT","PC_CHGPP","Q","2010-Q1",1.206341,
"CAN","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.523261,
"CAN","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.708695,
"CAN","QGDP","TOT","PC_CHGPP","Q","2010-Q4",1.117505,
"CAN","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.755347,
"CAN","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.194807,
"CAN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",1.37964,
"CAN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.787513,
"CAN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",0.064087,
"CAN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.326164,
"CAN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.136217,
"CAN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",0.206781,
"CAN","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.897005,
"CAN","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.580357,
"CAN","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.814973,
"CAN","QGDP","TOT","PC_CHGPP","Q","2013-Q4",1.05056,
"CAN","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.163448,
"CAN","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.913329,
"CAN","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.959051,
"CAN","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.691976,
"CAN","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-0.549519,
"CAN","QGDP","TOT","PC_CHGPP","Q","2015-Q2",-0.272172,
"CAN","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.353702,
"CAN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.074877,
"CAN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.548501,
"CAN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-0.491712,
"CAN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",1.031214,
"CAN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.561483,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.08691958,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.023044213,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.421873021,
"CAN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.517990679,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.657093788,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",0.647084332,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.684309029,
"CAN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.276436735,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.088235138,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",1.069136226,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.45210412,
"CAN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",0.094407559,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-1.9306915,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-11.435221985,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",8.890159622,
"CAN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",2.324286855,
"ARG","QGDP","TOT","PC_CHGPP","Q","2010-Q1",3.032870273,
"ARG","QGDP","TOT","PC_CHGPP","Q","2010-Q2",4.516642362,
"ARG","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.469599731,
"ARG","QGDP","TOT","PC_CHGPP","Q","2010-Q4",1.394123738,
"ARG","QGDP","TOT","PC_CHGPP","Q","2011-Q1",2.394743933,
"ARG","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.929144145,
"ARG","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.786835729,
"ARG","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.105294646,
"ARG","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-1.075077275,
"ARG","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-3.473649208,
"ARG","QGDP","TOT","PC_CHGPP","Q","2012-Q3",3.167910016,
"ARG","QGDP","TOT","PC_CHGPP","Q","2012-Q4",1.719996334,
"ARG","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.004453049,
"ARG","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.485104506,
"ARG","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.65197334,
"ARG","QGDP","TOT","PC_CHGPP","Q","2013-Q4",-0.98096086,
"ARG","QGDP","TOT","PC_CHGPP","Q","2014-Q1",-1.491842561,
"ARG","QGDP","TOT","PC_CHGPP","Q","2014-Q2",-0.624094467,
"ARG","QGDP","TOT","PC_CHGPP","Q","2014-Q3",-0.804526417,
"ARG","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.500588661,
"ARG","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.504253629,
"ARG","QGDP","TOT","PC_CHGPP","Q","2015-Q2",2.293769807,
"ARG","QGDP","TOT","PC_CHGPP","Q","2015-Q3",-0.068530213,
"ARG","QGDP","TOT","PC_CHGPP","Q","2015-Q4",-1.122495534,
"ARG","QGDP","TOT","PC_CHGPP","Q","2016-Q1",-0.820437618,
"ARG","QGDP","TOT","PC_CHGPP","Q","2016-Q2",-1.712100528,
"ARG","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.351532474,
"ARG","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.631537646,
"ARG","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.061606281,
"ARG","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.789910752,
"ARG","QGDP","TOT","PC_CHGPP","Q","2017-Q3",1.286983844,
"ARG","QGDP","TOT","PC_CHGPP","Q","2017-Q4",1.097971879,
"ARG","QGDP","TOT","PC_CHGPP","Q","2018-Q1",-0.060689354,
"ARG","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-5.048601217,
"ARG","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.112715364,
"ARG","QGDP","TOT","PC_CHGPP","Q","2018-Q4",-1.094646693,
"ARG","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.215384422,
"ARG","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.3464606,
"ARG","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.788937818,
"ARG","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.997278519,
"ARG","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-4.110561548,
"ARG","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-16.007677409,
"ARG","QGDP","TOT","PC_CHGPP","Q","2020-Q3",12.76120409,
"SVN","QGDP","TOT","PC_CHGPP","Q","2010-Q1",-0.163381662,
"SVN","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.783553057,
"SVN","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.269926801,
"SVN","QGDP","TOT","PC_CHGPP","Q","2010-Q4",0.548322212,
"SVN","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.611093451,
"SVN","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.485400426,
"SVN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.207271164,
"SVN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.036460139,
"SVN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.611197952,
"SVN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-1.779977501,
"SVN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.181037779,
"SVN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-1.983653279,
"SVN","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.170583433,
"SVN","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.327827371,
"SVN","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.00352817,
"SVN","QGDP","TOT","PC_CHGPP","Q","2013-Q4",1.932350097,
"SVN","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.08251902,
"SVN","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.854665925,
"SVN","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.606042367,
"SVN","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.145007464,
"SVN","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.473086248,
"SVN","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.665832076,
"SVN","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.641921375,
"SVN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.189882398,
"SVN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",1.045711877,
"SVN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",1.234334299,
"SVN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.877382972,
"SVN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.806725745,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.722514629,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.303935816,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.771073967,
"SVN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",2.200245946,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.215684597,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",1.253294697,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",1.201185645,
"SVN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",1.282905532,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.758285682,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",-0.123649049,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",0.647934596,
"SVN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",1.060987302,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-4.820321918,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-10.137357128,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",12.197515469,
"SVN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",-1.048408261,
"FIN","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.964352352,
"FIN","QGDP","TOT","PC_CHGPP","Q","2010-Q2",2.775940552,
"FIN","QGDP","TOT","PC_CHGPP","Q","2010-Q3",-0.429655708,
"FIN","QGDP","TOT","PC_CHGPP","Q","2010-Q4",2.149944873,
"FIN","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.543387238,
"FIN","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.203594366,
"FIN","QGDP","TOT","PC_CHGPP","Q","2011-Q3",0.155789239,
"FIN","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-0.009258745,
"FIN","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.411126338,
"FIN","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-1.067390658,
"FIN","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-0.390962746,
"FIN","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.067932219,
"FIN","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.796857887,
"FIN","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.384498249,
"FIN","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.333725208,
"FIN","QGDP","TOT","PC_CHGPP","Q","2013-Q4",-0.171977171,
"FIN","QGDP","TOT","PC_CHGPP","Q","2014-Q1",-0.726956061,
"FIN","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.162093099,
"FIN","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.344604371,
"FIN","QGDP","TOT","PC_CHGPP","Q","2014-Q4",-0.254245328,
"FIN","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-0.677179434,
"FIN","QGDP","TOT","PC_CHGPP","Q","2015-Q2",1.503399406,
"FIN","QGDP","TOT","PC_CHGPP","Q","2015-Q3",-0.086792453,
"FIN","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.494769045,
"FIN","QGDP","TOT","PC_CHGPP","Q","2016-Q1",1.238349369,
"FIN","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.185614849,
"FIN","QGDP","TOT","PC_CHGPP","Q","2016-Q3",1.172765169,
"FIN","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.485276883,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.018715944,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q2",1.013854813,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.325034825,
"FIN","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.870478496,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.270007941,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.105600338,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q3",-0.125092498,
"FIN","QGDP","TOT","PC_CHGPP","Q","2018-Q4",0.241677986,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q1",0.804237646,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q2",0.857177773,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q3",-0.250986637,
"FIN","QGDP","TOT","PC_CHGPP","Q","2019-Q4",-0.572648238,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q1",-0.9250048,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q2",-4.257755386,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q3",3.203311868,
"FIN","QGDP","TOT","PC_CHGPP","Q","2020-Q4",0.36369471,
"BRA","QGDP","TOT","PC_CHGPP","Q","2010-Q1",2.135599963,
"BRA","QGDP","TOT","PC_CHGPP","Q","2010-Q2",1.221998914,
"BRA","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.895048687,
"BRA","QGDP","TOT","PC_CHGPP","Q","2010-Q4",1.390153095,
"BRA","QGDP","TOT","PC_CHGPP","Q","2011-Q1",1.418158692,
"BRA","QGDP","TOT","PC_CHGPP","Q","2011-Q2",0.964292508,
"BRA","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.211796892,
"BRA","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.893180002,
"BRA","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-1.389883834,
"BRA","QGDP","TOT","PC_CHGPP","Q","2012-Q2",1.7775918,
"BRA","QGDP","TOT","PC_CHGPP","Q","2012-Q3",1.752187323,
"BRA","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.026731882,
"BRA","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.530732549,
"BRA","QGDP","TOT","PC_CHGPP","Q","2013-Q2",1.473184912,
"BRA","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.424503168,
"BRA","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.134169464,
"BRA","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.878223478,
"BRA","QGDP","TOT","PC_CHGPP","Q","2014-Q2",-1.497505239,
"BRA","QGDP","TOT","PC_CHGPP","Q","2014-Q3",-0.048616265,
"BRA","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.509099021,
"BRA","QGDP","TOT","PC_CHGPP","Q","2015-Q1",-0.76434838,
"BRA","QGDP","TOT","PC_CHGPP","Q","2015-Q2",-2.378700467,
"BRA","QGDP","TOT","PC_CHGPP","Q","2015-Q3",-1.643999308,
"BRA","QGDP","TOT","PC_CHGPP","Q","2015-Q4",-0.771498325,
"BRA","QGDP","TOT","PC_CHGPP","Q","2016-Q1",-1.476836697,
"BRA","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.379139439,
"BRA","QGDP","TOT","PC_CHGPP","Q","2016-Q3",-0.600508804,
"BRA","QGDP","TOT","PC_CHGPP","Q","2016-Q4",-0.115353047,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q1",1.094177437,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.794368768,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.211605685,
"BRA","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.445640694,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q1",0.733876673,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q2",-0.106108803,
"BRA","QGDP","TOT","PC_CHGPP","Q","2018-Q3",0.90973818,
